step,phase,episode,success_rate,task_return,regularized_return,final_distance,episode_length,correction_norm,gate,critic_loss,actor_loss,alpha_loss,alpha,mean_log_prob
31181,train_episode,139,1.0,1.0,0.9931508280569687,nan,158,0.011082037151614321,0.14556962025316456,55.53333282470703,113.19605255126953,0.0,0.10000000149011612,17.49496841430664
31581,train_episode,140,0.0,0.0,-0.012038132501766085,nan,400,0.0066803861223161225,0.075,11.415502548217773,109.69071197509766,0.0,0.10000000149011612,17.42304229736328
31981,train_episode,141,0.0,0.0,0.0,nan,400,0.0,0.0,11.767187118530273,116.36031341552734,0.0,0.10000000149011612,17.36870574951172
32170,train_episode,142,1.0,1.0,0.9714652810420376,nan,189,0.03531987813335878,0.42328042328042326,40.35943603515625,113.55651092529297,0.0,0.10000000149011612,17.501718521118164
32463,train_episode,143,1.0,1.0,0.9889466930413618,nan,293,0.008953924955158104,0.10921501706484642,11.399038314819336,116.75767517089844,0.0,0.10000000149011612,17.372852325439453
32863,train_episode,144,0.0,0.0,0.0,nan,400,0.0,0.0,46.655174255371094,114.23101043701172,0.0,0.10000000149011612,17.608407974243164
33014,train_episode,145,1.0,1.0,0.9941535288351588,nan,151,0.010747725871817165,0.152317880794702,9.919450759887695,113.61570739746094,0.0,0.10000000149011612,17.19076919555664
33155,train_episode,146,1.0,1.0,0.9908337562228553,nan,141,0.015243682614032259,0.18439716312056736,13.233804702758789,117.54303741455078,0.0,0.10000000149011612,17.388029098510742
33286,train_episode,147,1.0,1.0,0.9938365870621055,nan,131,0.012063860552001546,0.16030534351145037,32.7132568359375,115.1546630859375,0.0,0.10000000149011612,17.655805587768555
33579,train_episode,148,1.0,1.0,0.9920156509440857,nan,293,0.006403467036249695,0.07849829351535836,12.454626083374023,118.24266815185547,0.0,0.10000000149011612,17.090530395507812
33692,train_episode,149,1.0,1.0,0.9958761945425068,nan,113,0.009930773481594778,0.1415929203539823,6.812235355377197,117.41317749023438,0.0,0.10000000149011612,17.467174530029297
33922,train_episode,150,1.0,1.0,0.991951546096243,nan,230,0.009184871678766996,0.12173913043478261,108.67998504638672,115.69656372070312,0.0,0.10000000149011612,17.472217559814453
34053,train_episode,151,1.0,1.0,0.9942893222672864,nan,131,0.011694877771020845,0.16030534351145037,26.56625747680664,122.16620635986328,0.0,0.10000000149011612,17.56521224975586
34392,train_episode,152,1.0,1.0,0.9811054687772411,nan,339,0.013739084456786293,0.17404129793510326,15.0548677444458,114.28227996826172,0.0,0.10000000149011612,17.933671951293945
34543,train_episode,153,1.0,1.0,0.9895101254805923,nan,151,0.015633316722926716,0.17880794701986755,17.656747817993164,118.97625732421875,0.0,0.10000000149011612,17.553672790527344
34686,train_episode,154,1.0,1.0,0.9908133774646558,nan,143,0.015827794044793068,0.20279720279720279,9.49374771118164,119.60383605957031,0.0,0.10000000149011612,17.391508102416992
34826,train_episode,155,1.0,1.0,0.9914794288109987,nan,140,0.014550830610096455,0.17857142857142858,14.666654586791992,119.10189819335938,0.0,0.10000000149011612,17.284542083740234
35226,train_episode,156,0.0,0.0,-0.08717922213836575,nan,400,0.055713907405734064,0.73,11.186807632446289,116.20195770263672,0.0,0.10000000149011612,17.839975357055664
35626,train_episode,157,0.0,0.0,0.0,nan,400,0.0,0.0,16.12613296508789,121.35942077636719,0.0,0.10000000149011612,17.308773040771484
36026,train_episode,158,0.0,0.0,-0.08552579747047276,nan,400,0.04847172691486776,0.565,109.0283203125,123.26913452148438,0.0,0.10000000149011612,17.0895938873291
